request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_169,0.0,affordable_with_plan,installments,2024-04-03:0.00,2024-03-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $18700.00.
request_170,0.0,affordable_with_plan,installments,2025-09-05:0.00,2025-08-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $24715800.00.
request_171,0.0,affordable_with_plan,installments,2026-08-02:0.00,2026-07-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $500.00.
request_172,0.0,affordable_with_plan,installments,2024-07-05:0.00,2024-06-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $27200.00.
request_173,0.0,affordable_with_plan,installments,2025-12-07:0.00,2025-11-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $79100.00.
request_174,0.0,affordable_with_plan,installments,2026-05-04:0.00,2026-04-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $700.00.
request_175,0.0,not_affordable,full_payment,2024-09-06:2346.30,2024-09-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'full_payment' adhering to minimum balance constraint $1700.00.
request_176,0.0,not_affordable,full_payment,2025-02-03:1239.70,2025-02-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'full_payment' adhering to minimum balance constraint $600.00.
request_177,0.0,not_affordable,full_payment,2026-01-05:1017.60,2026-01-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'full_payment' adhering to minimum balance constraint $1300.00.
request_178,0.0,affordable_with_plan,installments,2025-01-06:0.00,2024-12-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1400.00.
request_179,0.0,affordable_with_plan,installments,2025-06-03:0.00,2025-05-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $41430800.00.
request_180,0.0,affordable_with_plan,installments,2026-08-05:0.00,2026-07-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $37300.00.
request_181,0.0,affordable_with_plan,installments,2024-04-02:0.00,2024-03-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $2000.00.
request_182,0.0,affordable_with_plan,installments,2025-09-04:0.00,2025-08-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $31100.00.
request_183,0.0,affordable_with_plan,installments,2026-05-07:0.00,2026-04-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $11878300.00.
request_184,0.0,affordable_with_plan,installments,2024-07-04:0.00,2024-06-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $110800.00.
request_185,0.0,affordable_with_plan,installments,2025-12-06:0.00,2025-11-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1300.00.
request_186,0.0,affordable_with_plan,installments,2026-02-02:0.00,2026-01-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $22000.00.
request_187,0.0,affordable_with_plan,installments,2024-10-05:0.00,2024-09-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $128300.00.
request_188,0.0,not_affordable,full_payment,2025-02-07:2464.00,2025-02-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'full_payment' adhering to minimum balance constraint $900.00.
request_189,0.0,affordable_with_plan,installments,2026-08-03:0.00,2026-07-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $400.00.
request_190,0.0,affordable_with_plan,installments,2025-01-05:0.00,2024-12-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1600.00.
request_191,0.0,affordable_with_plan,installments,2025-06-02:0.00,2025-05-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $500.00.
request_192,0.0,affordable_with_plan,installments,2026-05-05:0.00,2026-04-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1000.00.
request_193,0.0,affordable_with_plan,installments,2024-04-06:0.00,2024-03-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1000.00.
request_194,0.0,affordable_with_plan,installments,2025-09-03:0.00,2025-08-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $113600.00.
request_195,0.0,affordable_with_plan,installments,2026-02-05:0.00,2026-01-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $700.00.
request_196,0.0,affordable_with_plan,installments,2024-07-03:0.00,2024-06-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $500.00.
request_197,0.0,affordable_with_plan,installments,2025-12-05:0.00,2025-11-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $26245900.00.
request_198,0.0,affordable_with_plan,installments,2026-08-06:0.00,2026-07-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $124300.00.
request_199,0.0,affordable_with_plan,installments,2024-10-04:0.00,2024-09-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $25359500.00.
request_200,0.0,affordable_with_plan,installments,2025-03-08:0.00,2025-02-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $20114600.00.
request_201,0.0,affordable_with_plan,installments,2026-05-03:0.00,2026-04-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $17304500.00.
request_202,0.0,affordable_with_plan,installments,2025-01-04:0.00,2024-12-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $147800.00.
request_203,0.0,affordable_with_plan,installments,2025-06-06:0.00,2025-05-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1400.00.
request_204,0.0,not_affordable,full_payment,2026-01-04:588.74,2026-01-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'full_payment' adhering to minimum balance constraint $1300.00.
request_205,0.0,affordable_with_plan,installments,2024-04-05:0.00,2024-03-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $13994300.00.
request_206,0.0,affordable_with_plan,installments,2025-09-02:0.00,2025-08-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $900.00.
request_207,0.0,not_affordable,full_payment,2026-07-05:11830.00,2026-07-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'full_payment' adhering to minimum balance constraint $13600.00.
request_208,0.0,affordable_with_plan,installments,2024-07-07:0.00,2024-06-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $10470700.00.
request_209,0.0,not_affordable,full_payment,2025-11-04:56914.00,2025-11-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'full_payment' adhering to minimum balance constraint $18400.00.
request_210,0.0,affordable_with_plan,installments,2026-05-06:0.00,2026-04-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $2000.00.
request_211,0.0,affordable_with_plan,installments,2024-10-03:0.00,2024-09-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1500.00.
request_212,0.0,not_affordable,full_payment,2025-02-05:71934000.00,2025-02-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'full_payment' adhering to minimum balance constraint $29579800.00.
request_213,0.0,affordable_with_plan,installments,2026-02-06:0.00,2026-01-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $2100.00.
request_214,0.0,affordable_with_plan,installments,2025-01-03:0.00,2024-12-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $174900.00.
request_215,0.0,affordable_with_plan,installments,2025-06-05:0.00,2025-05-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $15700.00.
request_216,0.0,affordable_with_plan,installments,2026-08-02:0.00,2026-07-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1800.00.
request_217,0.0,affordable_with_plan,installments,2024-04-04:0.00,2024-03-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $26800.00.
request_218,0.0,affordable_with_plan,installments,2025-09-06:0.00,2025-08-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $34477200.00.
request_219,0.0,affordable_with_plan,installments,2026-05-04:0.00,2026-04-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1100.00.
request_220,0.0,not_affordable,full_payment,2024-06-06:3118.50,2024-06-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'full_payment' adhering to minimum balance constraint $1100.00.
request_221,0.0,affordable_with_plan,installments,2025-12-03:0.00,2025-11-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $81500.00.
request_222,0.0,affordable_with_plan,installments,2026-02-04:0.00,2026-01-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $27300.00.
request_223,0.0,affordable_with_plan,installments,2024-10-07:0.00,2024-09-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $800.00.
request_224,0.0,affordable_with_plan,installments,2025-03-06:0.00,2025-02-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $22187600.00.
request_225,0.0,affordable_with_plan,installments,2026-08-05:0.00,2026-07-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $17670700.00.
request_226,0.0,affordable_with_plan,installments,2025-01-02:0.00,2024-12-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $209400.00.
request_227,0.0,affordable_with_plan,installments,2025-06-04:0.00,2025-05-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $62900.00.
request_228,0.0,not_affordable,full_payment,2026-04-07:63327000.00,2026-04-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'full_payment' adhering to minimum balance constraint $26191200.00.
request_229,0.0,affordable_with_plan,installments,2024-04-03:0.00,2024-03-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1000.00.
request_230,0.0,affordable_with_plan,installments,2025-09-05:0.00,2025-08-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $2000.00.
request_231,0.0,affordable_with_plan,installments,2026-02-02:0.00,2026-01-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $24300.00.
request_232,0.0,affordable_with_plan,installments,2024-07-05:0.00,2024-06-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $2400.00.
request_233,0.0,affordable_with_plan,installments,2025-12-07:0.00,2025-11-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $10365700.00.
request_234,0.0,affordable_with_plan,installments,2026-08-03:0.00,2026-07-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $700.00.
request_235,0.0,affordable_with_plan,installments,2024-10-06:0.00,2024-09-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $700.00.
request_236,0.0,not_affordable,full_payment,2025-02-03:52383000.00,2025-02-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'full_payment' adhering to minimum balance constraint $16768600.00.
request_237,0.0,affordable_with_plan,installments,2026-05-05:0.00,2026-04-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $22431500.00.
request_238,0.0,affordable_with_plan,installments,2025-01-06:0.00,2024-12-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $700.00.
request_239,0.0,not_affordable,full_payment,2025-05-04:642.00,2025-05-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'full_payment' adhering to minimum balance constraint $600.00.
request_240,0.0,affordable_with_plan,installments,2026-02-05:0.00,2026-01-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $52800.00.
request_241,0.0,affordable_with_plan,installments,2024-04-02:0.00,2024-03-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $19252000.00.
request_242,0.0,not_affordable,full_payment,2025-08-05:1966.80,2025-08-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'full_payment' adhering to minimum balance constraint $600.00.
request_243,0.0,affordable_with_plan,installments,2026-08-06:0.00,2026-07-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $19900.00.
request_244,0.0,affordable_with_plan,installments,2024-07-04:0.00,2024-06-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $45900.00.
request_245,0.0,affordable_with_plan,installments,2025-12-06:0.00,2025-11-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $94600.00.
request_246,0.0,affordable_with_plan,installments,2026-05-03:0.00,2026-04-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $39300.00.
request_247,0.0,affordable_with_plan,installments,2024-10-05:0.00,2024-09-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1300.00.
request_248,0.0,affordable_with_plan,installments,2025-03-09:0.00,2025-02-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1300.00.
request_249,0.0,affordable_with_plan,installments,2026-02-03:0.00,2026-01-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $600.00.
request_250,0.0,affordable_with_plan,installments,2025-01-05:0.00,2024-12-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $35300.00.
request_251,0.0,affordable_with_plan,installments,2025-06-02:0.00,2025-05-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1300.00.
request_252,0.0,affordable_with_plan,installments,2026-08-04:0.00,2026-07-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $15152200.00.
request_253,0.0,affordable_with_plan,installments,2024-04-06:0.00,2024-03-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $2300.00.
request_254,0.0,affordable_with_plan,installments,2025-09-03:0.00,2025-08-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $2500.00.
request_255,0.0,affordable_with_plan,installments,2026-05-06:0.00,2026-04-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $9813900.00.
request_256,0.0,affordable_with_plan,installments,2024-07-03:0.00,2024-06-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $168600.00.
request_257,0.0,affordable_with_plan,installments,2025-12-05:0.00,2025-11-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1600.00.
request_258,0.0,not_affordable,full_payment,2026-01-07:1113.60,2026-01-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'full_payment' adhering to minimum balance constraint $500.00.
request_259,0.0,affordable_with_plan,installments,2024-10-04:0.00,2024-09-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $600.00.
request_260,0.0,affordable_with_plan,installments,2025-03-08:0.00,2025-02-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $20727700.00.
request_261,0.0,affordable_with_plan,installments,2026-08-02:0.00,2026-07-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1500.00.
request_262,0.0,affordable_with_plan,installments,2025-01-04:0.00,2024-12-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $31018500.00.
request_263,0.0,affordable_with_plan,installments,2025-06-06:0.00,2025-05-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $24100.00.
request_264,0.0,affordable_with_plan,installments,2026-05-04:0.00,2026-04-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $59500.00.
request_265,0.0,not_affordable,full_payment,2024-03-06:45970.00,2024-03-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'full_payment' adhering to minimum balance constraint $189700.00.
request_266,0.0,affordable_with_plan,installments,2025-09-02:0.00,2025-08-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $900.00.
request_267,0.0,affordable_with_plan,installments,2026-02-04:0.00,2026-01-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1500.00.
request_268,0.0,affordable_with_plan,installments,2024-07-07:0.00,2024-06-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1400.00.
request_269,0.0,affordable_with_plan,installments,2025-12-04:0.00,2025-11-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $23100.00.
request_270,0.0,affordable_with_plan,installments,2026-08-05:0.00,2026-07-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1400.00.
request_271,0.0,affordable_with_plan,installments,2024-10-03:0.00,2024-09-03,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $58200.00.
request_272,0.0,affordable_with_plan,installments,2025-03-07:0.00,2025-02-05,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $7508600.00.
request_273,0.0,affordable_with_plan,installments,2026-05-07:0.00,2026-04-07,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $18774600.00.
request_274,0.0,affordable_with_plan,installments,2025-01-03:0.00,2024-12-04,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $1800.00.
request_275,0.0,affordable_with_plan,installments,2025-06-05:0.00,2025-05-06,none,Evaluated 90-day forecast. Safe immediate payment: $0.00. Selected plan 'installments' adhering to minimum balance constraint $12760100.00.
